    éûä‘[ms],  ñÄéCóÕ[gf],    ñÄéCåWêî
      -900.0,       0.000,       0.000
      -899.0,       0.000,       0.000
      -898.0,       0.000,       0.000
      -897.0,       0.000,       0.000
      -896.0,       0.000,       0.000
      -895.0,       0.000,       0.000
      -894.0,       0.000,       0.000
      -893.0,       0.000,       0.000
      -892.0,       0.000,       0.000
      -891.0,       0.000,       0.000
      -890.0,       0.000,       0.000
      -889.0,       0.000,       0.000
      -888.0,       0.000,       0.000
      -887.0,       0.000,       0.000
      -886.0,       0.000,       0.000
      -885.0,       0.000,       0.000
      -884.0,       0.000,       0.000
      -883.0,       0.000,       0.000
      -882.0,       0.000,       0.000
      -881.0,       0.000,       0.000
      -880.0,       0.000,       0.000
      -879.0,       0.000,       0.000
      -878.0,       0.000,       0.000
      -877.0,       0.000,       0.000
      -876.0,       0.000,       0.000
      -875.0,       0.000,       0.000
      -874.0,       0.000,       0.000
      -873.0,       0.000,       0.000
      -872.0,       0.000,       0.000
      -871.0,       0.000,       0.000
      -870.0,       0.000,       0.000
      -869.0,       0.000,       0.000
      -868.0,       0.000,       0.000
      -867.0,       0.000,       0.000
      -866.0,       0.000,       0.000
      -865.0,       0.000,       0.000
      -864.0,       0.000,       0.000
      -863.0,       0.000,       0.000
      -862.0,       0.000,       0.000
      -861.0,       0.000,       0.000
      -860.0,       0.000,       0.000
      -859.0,       0.000,       0.000
      -858.0,       0.000,       0.000
      -857.0,       0.000,       0.000
      -856.0,       0.000,       0.000
      -855.0,       0.000,       0.000
      -854.0,       0.000,       0.000
      -853.0,       0.000,       0.000
      -852.0,       0.000,       0.000
      -851.0,       0.000,       0.000
      -850.0,       0.000,       0.000
      -849.0,       0.000,       0.000
      -848.0,       0.000,       0.000
      -847.0,       0.000,       0.000
      -846.0,       0.000,       0.000
      -845.0,       0.000,       0.000
      -844.0,       0.000,       0.000
      -843.0,       0.000,       0.000
      -842.0,       0.000,       0.000
      -841.0,       0.000,       0.000
      -840.0,       0.000,       0.000
      -839.0,       0.000,       0.000
      -838.0,       0.000,       0.000
      -837.0,       0.000,       0.000
      -836.0,       0.000,       0.000
      -835.0,       0.000,       0.000
      -834.0,       0.000,       0.000
      -833.0,       0.000,       0.000
      -832.0,       0.000,       0.000
      -831.0,       0.000,       0.000
      -830.0,       0.000,       0.000
      -829.0,       0.000,       0.000
      -828.0,       0.000,       0.000
      -827.0,       0.000,       0.000
      -826.0,       0.000,       0.000
      -825.0,       0.000,       0.000
      -824.0,       0.000,       0.000
      -823.0,       0.000,       0.000
      -822.0,       0.000,       0.000
      -821.0,       0.000,       0.000
      -820.0,       0.000,       0.000
      -819.0,       0.000,       0.000
      -818.0,       0.000,       0.000
      -817.0,       0.000,       0.000
      -816.0,       0.000,       0.000
      -815.0,       0.000,       0.000
      -814.0,       0.000,       0.000
      -813.0,       0.000,       0.000
      -812.0,       0.000,       0.000
      -811.0,       0.000,       0.000
      -810.0,       0.000,       0.000
      -809.0,       0.000,       0.000
      -808.0,       0.000,       0.000
      -807.0,       0.000,       0.000
      -806.0,       0.000,       0.000
      -805.0,       0.000,       0.000
      -804.0,       0.000,       0.000
      -803.0,       0.000,       0.000
      -802.0,       0.000,       0.000
      -801.0,       0.000,       0.000
      -800.0,       0.000,       0.000
      -799.0,       0.000,       0.000
      -798.0,       0.000,       0.000
      -797.0,       0.000,       0.000
      -796.0,       0.000,       0.000
      -795.0,       0.000,       0.000
      -794.0,       0.000,       0.000
      -793.0,       0.000,       0.000
      -792.0,       0.000,       0.000
      -791.0,       0.000,       0.000
      -790.0,       0.000,       0.000
      -789.0,       0.000,       0.000
      -788.0,       0.000,       0.000
      -787.0,       0.000,       0.000
      -786.0,       0.000,       0.000
      -785.0,       0.000,       0.000
      -784.0,       0.000,       0.000
      -783.0,       0.000,       0.000
      -782.0,       0.000,       0.000
      -781.0,       0.000,       0.000
      -780.0,       0.000,       0.000
      -779.0,       0.000,       0.000
      -778.0,       0.000,       0.000
      -777.0,       0.000,       0.000
      -776.0,       0.000,       0.000
      -775.0,       0.000,       0.000
      -774.0,       0.000,       0.000
      -773.0,       0.000,       0.000
      -772.0,       0.000,       0.000
      -771.0,       0.000,       0.000
      -770.0,       0.000,       0.000
      -769.0,       0.000,       0.000
      -768.0,       0.000,       0.000
      -767.0,       0.000,       0.000
      -766.0,       0.000,       0.000
      -765.0,       0.000,       0.000
      -764.0,       0.000,       0.000
      -763.0,       0.000,       0.000
      -762.0,       0.000,       0.000
      -761.0,       0.000,       0.000
      -760.0,       0.000,       0.000
      -759.0,       0.000,       0.000
      -758.0,       0.000,       0.000
      -757.0,       0.000,       0.000
      -756.0,       0.000,       0.000
      -755.0,       0.000,       0.000
      -754.0,       0.000,       0.000
      -753.0,       0.000,       0.000
      -752.0,       0.000,       0.000
      -751.0,       0.000,       0.000
      -750.0,       0.000,       0.000
      -749.0,       0.000,       0.000
      -748.0,       0.000,       0.000
      -747.0,       0.000,       0.000
      -746.0,       0.000,       0.000
      -745.0,       0.000,       0.000
      -744.0,       0.000,       0.000
      -743.0,       0.000,       0.000
      -742.0,       0.000,       0.000
      -741.0,       0.000,       0.000
      -740.0,       0.000,       0.000
      -739.0,       0.000,       0.000
      -738.0,       0.000,       0.000
      -737.0,       0.000,       0.000
      -736.0,       0.000,       0.000
      -735.0,       0.000,       0.000
      -734.0,       0.000,       0.000
      -733.0,       0.000,       0.000
      -732.0,       0.000,       0.000
      -731.0,       0.000,       0.000
      -730.0,       0.000,       0.000
      -729.0,       0.000,       0.000
      -728.0,       0.000,       0.000
      -727.0,       0.000,       0.000
      -726.0,       0.000,       0.000
      -725.0,       0.000,       0.000
      -724.0,       0.000,       0.000
      -723.0,       0.000,       0.000
      -722.0,       0.000,       0.000
      -721.0,       0.000,       0.000
      -720.0,       0.000,       0.000
      -719.0,       0.000,       0.000
      -718.0,       0.000,       0.000
      -717.0,       0.000,       0.000
      -716.0,       0.000,       0.000
      -715.0,       0.000,       0.000
      -714.0,       0.000,       0.000
      -713.0,       0.000,       0.000
      -712.0,       0.000,       0.000
      -711.0,       0.000,       0.000
      -710.0,       0.000,       0.000
      -709.0,       0.000,       0.000
      -708.0,       0.000,       0.000
      -707.0,       0.000,       0.000
      -706.0,       0.000,       0.000
      -705.0,       0.000,       0.000
      -704.0,       0.000,       0.000
      -703.0,       0.000,       0.000
      -702.0,       0.000,       0.000
      -701.0,       0.000,       0.000
      -700.0,       0.000,       0.000
      -699.0,       0.000,       0.000
      -698.0,       0.000,       0.000
      -697.0,       0.000,       0.000
      -696.0,       0.000,       0.000
      -695.0,       0.000,       0.000
      -694.0,       0.000,       0.000
      -693.0,       0.000,       0.000
      -692.0,       0.000,       0.000
      -691.0,       0.000,       0.000
      -690.0,       0.000,       0.000
      -689.0,       0.000,       0.000
      -688.0,       0.000,       0.000
      -687.0,       0.000,       0.000
      -686.0,       0.000,       0.000
      -685.0,       0.000,       0.000
      -684.0,       0.000,       0.000
      -683.0,       0.000,       0.000
      -682.0,       0.000,       0.000
      -681.0,       0.000,       0.000
      -680.0,       0.000,       0.000
      -679.0,       0.000,       0.000
      -678.0,       0.000,       0.000
      -677.0,       0.000,       0.000
      -676.0,       0.000,       0.000
      -675.0,       0.000,       0.000
      -674.0,       0.000,       0.000
      -673.0,       0.000,       0.000
      -672.0,       0.000,       0.000
      -671.0,       0.000,       0.000
      -670.0,       0.000,       0.000
      -669.0,       0.000,       0.000
      -668.0,       0.000,       0.000
      -667.0,       0.000,       0.000
      -666.0,       0.000,       0.000
      -665.0,       0.000,       0.000
      -664.0,       0.000,       0.000
      -663.0,       0.000,       0.000
      -662.0,       0.000,       0.000
      -661.0,       0.000,       0.000
      -660.0,       0.000,       0.000
      -659.0,       0.000,       0.000
      -658.0,       0.000,       0.000
      -657.0,       0.000,       0.000
      -656.0,       0.000,       0.000
      -655.0,       0.000,       0.000
      -654.0,       0.000,       0.000
      -653.0,       0.000,       0.000
      -652.0,       0.000,       0.000
      -651.0,       0.000,       0.000
      -650.0,       0.000,       0.000
      -649.0,       0.000,       0.000
      -648.0,       0.000,       0.000
      -647.0,       0.000,       0.000
      -646.0,       0.000,       0.000
      -645.0,       0.000,       0.000
      -644.0,       0.000,       0.000
      -643.0,       0.000,       0.000
      -642.0,       0.000,       0.000
      -641.0,       0.000,       0.000
      -640.0,       0.000,       0.000
      -639.0,       0.000,       0.000
      -638.0,       0.000,       0.000
      -637.0,       0.000,       0.000
      -636.0,       0.000,       0.000
      -635.0,       0.000,       0.000
      -634.0,       0.000,       0.000
      -633.0,       0.000,       0.000
      -632.0,       0.000,       0.000
      -631.0,       0.000,       0.000
      -630.0,       0.000,       0.000
      -629.0,       0.000,       0.000
      -628.0,       0.000,       0.000
      -627.0,       0.000,       0.000
      -626.0,       0.000,       0.000
      -625.0,       0.000,       0.000
      -624.0,       0.000,       0.000
      -623.0,       0.000,       0.000
      -622.0,       0.000,       0.000
      -621.0,       0.000,       0.000
      -620.0,       0.000,       0.000
      -619.0,       0.000,       0.000
      -618.0,       0.000,       0.000
      -617.0,       0.000,       0.000
      -616.0,       0.000,       0.000
      -615.0,       0.000,       0.000
      -614.0,       0.000,       0.000
      -613.0,       0.000,       0.000
      -612.0,       0.000,       0.000
      -611.0,       0.000,       0.000
      -610.0,       0.000,       0.000
      -609.0,       0.000,       0.000
      -608.0,       0.000,       0.000
      -607.0,       0.000,       0.000
      -606.0,       0.000,       0.000
      -605.0,       0.000,       0.000
      -604.0,       0.000,       0.000
      -603.0,       0.000,       0.000
      -602.0,       0.000,       0.000
      -601.0,       0.000,       0.000
      -600.0,       0.000,       0.000
      -599.0,       0.000,       0.000
      -598.0,       0.000,       0.000
      -597.0,       0.000,       0.000
      -596.0,       0.000,       0.000
      -595.0,       0.000,       0.000
      -594.0,       0.000,       0.000
      -593.0,       0.000,       0.000
      -592.0,       0.000,       0.000
      -591.0,       0.000,       0.000
      -590.0,       0.000,       0.000
      -589.0,       0.000,       0.000
      -588.0,       0.000,       0.000
      -587.0,       0.000,       0.000
      -586.0,       0.000,       0.000
      -585.0,       0.000,       0.000
      -584.0,       0.000,       0.000
      -583.0,       0.000,       0.000
      -582.0,       0.000,       0.000
      -581.0,       0.000,       0.000
      -580.0,       0.000,       0.000
      -579.0,       0.000,       0.000
      -578.0,       0.000,       0.000
      -577.0,       0.000,       0.000
      -576.0,       0.000,       0.000
      -575.0,       0.000,       0.000
      -574.0,       0.000,       0.000
      -573.0,       0.000,       0.000
      -572.0,       0.000,       0.000
      -571.0,       0.000,       0.000
      -570.0,       0.000,       0.000
      -569.0,       0.000,       0.000
      -568.0,       0.000,       0.000
      -567.0,       0.000,       0.000
      -566.0,       0.000,       0.000
      -565.0,       0.000,       0.000
      -564.0,       0.000,       0.000
      -563.0,       0.000,       0.000
      -562.0,       0.000,       0.000
      -561.0,       0.000,       0.000
      -560.0,       0.000,       0.000
      -559.0,       0.000,       0.000
      -558.0,       0.000,       0.000
      -557.0,       0.000,       0.000
      -556.0,       0.000,       0.000
      -555.0,       0.000,       0.000
      -554.0,       0.000,       0.000
      -553.0,       0.000,       0.000
      -552.0,       0.000,       0.000
      -551.0,       0.000,       0.000
      -550.0,       0.000,       0.000
      -549.0,       0.000,       0.000
      -548.0,       0.000,       0.000
      -547.0,       0.000,       0.000
      -546.0,       0.000,       0.000
      -545.0,       0.000,       0.000
      -544.0,       0.000,       0.000
      -543.0,       0.000,       0.000
      -542.0,       0.000,       0.000
      -541.0,       0.000,       0.000
      -540.0,       0.000,       0.000
      -539.0,       0.000,       0.000
      -538.0,       0.000,       0.000
      -537.0,       0.000,       0.000
      -536.0,       0.000,       0.000
      -535.0,       0.000,       0.000
      -534.0,       0.000,       0.000
      -533.0,       0.000,       0.000
      -532.0,       0.000,       0.000
      -531.0,       0.000,       0.000
      -530.0,       0.000,       0.000
      -529.0,       0.000,       0.000
      -528.0,       0.000,       0.000
      -527.0,       0.000,       0.000
      -526.0,       0.000,       0.000
      -525.0,       0.000,       0.000
      -524.0,       0.000,       0.000
      -523.0,       0.000,       0.000
      -522.0,       0.000,       0.000
      -521.0,       0.000,       0.000
      -520.0,       0.000,       0.000
      -519.0,       0.000,       0.000
      -518.0,       0.000,       0.000
      -517.0,       0.000,       0.000
      -516.0,       0.000,       0.000
      -515.0,       0.000,       0.000
      -514.0,       0.000,       0.000
      -513.0,       0.000,       0.000
      -512.0,       0.000,       0.000
      -511.0,       0.000,       0.000
      -510.0,       0.000,       0.000
      -509.0,       0.000,       0.000
      -508.0,       0.000,       0.000
      -507.0,       0.000,       0.000
      -506.0,       0.000,       0.000
      -505.0,       0.000,       0.000
      -504.0,       0.000,       0.000
      -503.0,       0.000,       0.000
      -502.0,       0.000,       0.000
      -501.0,       0.000,       0.000
      -500.0,       0.218,       0.022
      -499.0,       0.187,       0.019
      -498.0,       0.156,       0.016
      -497.0,       0.187,       0.019
      -496.0,       0.187,       0.019
      -495.0,       0.218,       0.022
      -494.0,       0.249,       0.025
      -493.0,       0.249,       0.025
      -492.0,       0.218,       0.022
      -491.0,       0.218,       0.022
      -490.0,       0.218,       0.022
      -489.0,       0.218,       0.022
      -488.0,       0.218,       0.022
      -487.0,       0.249,       0.025
      -486.0,       0.280,       0.028
      -485.0,       0.249,       0.025
      -484.0,       0.249,       0.025
      -483.0,       0.218,       0.022
      -482.0,       0.218,       0.022
      -481.0,       0.218,       0.022
      -480.0,       0.218,       0.022
      -479.0,       0.249,       0.025
      -478.0,       0.249,       0.025
      -477.0,       0.249,       0.025
      -476.0,       0.218,       0.022
      -475.0,       0.218,       0.022
      -474.0,       0.218,       0.022
      -473.0,       0.187,       0.019
      -472.0,       0.218,       0.022
      -471.0,       0.218,       0.022
      -470.0,       0.249,       0.025
      -469.0,       0.249,       0.025
      -468.0,       0.249,       0.025
      -467.0,       0.249,       0.025
      -466.0,       0.218,       0.022
      -465.0,       0.218,       0.022
      -464.0,       0.218,       0.022
      -463.0,       0.218,       0.022
      -462.0,       0.187,       0.019
      -461.0,       0.218,       0.022
      -460.0,       0.187,       0.019
      -459.0,       0.187,       0.019
      -458.0,       0.218,       0.022
      -457.0,       0.218,       0.022
      -456.0,       0.187,       0.019
      -455.0,       0.218,       0.022
      -454.0,       0.218,       0.022
      -453.0,       0.249,       0.025
      -452.0,       0.249,       0.025
      -451.0,       0.249,       0.025
      -450.0,       0.249,       0.025
      -449.0,       0.218,       0.022
      -448.0,       0.218,       0.022
      -447.0,       0.218,       0.022
      -446.0,       0.187,       0.019
      -445.0,       0.218,       0.022
      -444.0,       0.249,       0.025
      -443.0,       0.249,       0.025
      -442.0,       0.249,       0.025
      -441.0,       0.218,       0.022
      -440.0,       0.218,       0.022
      -439.0,       0.187,       0.019
      -438.0,       0.187,       0.019
      -437.0,       0.249,       0.025
      -436.0,       0.249,       0.025
      -435.0,       0.280,       0.028
      -434.0,       0.218,       0.022
      -433.0,       0.218,       0.022
      -432.0,       0.187,       0.019
      -431.0,       0.187,       0.019
      -430.0,       0.249,       0.025
      -429.0,       0.249,       0.025
      -428.0,       0.249,       0.025
      -427.0,       0.218,       0.022
      -426.0,       0.218,       0.022
      -425.0,       0.218,       0.022
      -424.0,       0.187,       0.019
      -423.0,       0.156,       0.016
      -422.0,       0.218,       0.022
      -421.0,       0.218,       0.022
      -420.0,       0.249,       0.025
      -419.0,       0.280,       0.028
      -418.0,       0.249,       0.025
      -417.0,       0.249,       0.025
      -416.0,       0.218,       0.022
      -415.0,       0.187,       0.019
      -414.0,       0.218,       0.022
      -413.0,       0.218,       0.022
      -412.0,       0.187,       0.019
      -411.0,       0.218,       0.022
      -410.0,       0.218,       0.022
      -409.0,       0.218,       0.022
      -408.0,       0.187,       0.019
      -407.0,       0.187,       0.019
      -406.0,       0.187,       0.019
      -405.0,       0.187,       0.019
      -404.0,       0.249,       0.025
      -403.0,       0.280,       0.028
      -402.0,       0.280,       0.028
      -401.0,       0.249,       0.025
      -400.0,       0.218,       0.022
      -399.0,       0.187,       0.019
      -398.0,       0.156,       0.016
      -397.0,       0.187,       0.019
      -396.0,       0.218,       0.022
      -395.0,       0.218,       0.022
      -394.0,       0.218,       0.022
      -393.0,       0.218,       0.022
      -392.0,       0.218,       0.022
      -391.0,       0.218,       0.022
      -390.0,       0.218,       0.022
      -389.0,       0.218,       0.022
      -388.0,       0.249,       0.025
      -387.0,       0.249,       0.025
      -386.0,       0.249,       0.025
      -385.0,       0.218,       0.022
      -384.0,       0.218,       0.022
      -383.0,       0.187,       0.019
      -382.0,       0.218,       0.022
      -381.0,       0.218,       0.022
      -380.0,       0.218,       0.022
      -379.0,       0.249,       0.025
      -378.0,       0.249,       0.025
      -377.0,       0.249,       0.025
      -376.0,       0.218,       0.022
      -375.0,       0.187,       0.019
      -374.0,       0.187,       0.019
      -373.0,       0.187,       0.019
      -372.0,       0.187,       0.019
      -371.0,       0.249,       0.025
      -370.0,       0.249,       0.025
      -369.0,       0.280,       0.028
      -368.0,       0.249,       0.025
      -367.0,       0.249,       0.025
      -366.0,       0.187,       0.019
      -365.0,       0.187,       0.019
      -364.0,       0.218,       0.022
      -363.0,       0.218,       0.022
      -362.0,       0.218,       0.022
      -361.0,       0.249,       0.025
      -360.0,       0.218,       0.022
      -359.0,       0.218,       0.022
      -358.0,       0.187,       0.019
      -357.0,       0.187,       0.019
      -356.0,       0.187,       0.019
      -355.0,       0.187,       0.019
      -354.0,       0.249,       0.025
      -353.0,       0.249,       0.025
      -352.0,       0.249,       0.025
      -351.0,       0.218,       0.022
      -350.0,       0.218,       0.022
      -349.0,       0.187,       0.019
      -348.0,       0.218,       0.022
      -347.0,       0.218,       0.022
      -346.0,       0.218,       0.022
      -345.0,       0.218,       0.022
      -344.0,       0.218,       0.022
      -343.0,       0.218,       0.022
      -342.0,       0.187,       0.019
      -341.0,       0.187,       0.019
      -340.0,       0.187,       0.019
      -339.0,       0.187,       0.019
      -338.0,       0.218,       0.022
      -337.0,       0.280,       0.028
      -336.0,       0.280,       0.028
      -335.0,       0.280,       0.028
      -334.0,       0.249,       0.025
      -333.0,       0.187,       0.019
      -332.0,       0.187,       0.019
      -331.0,       0.187,       0.019
      -330.0,       0.218,       0.022
      -329.0,       0.249,       0.025
      -328.0,       0.249,       0.025
      -327.0,       0.218,       0.022
      -326.0,       0.218,       0.022
      -325.0,       0.187,       0.019
      -324.0,       0.187,       0.019
      -323.0,       0.187,       0.019
      -322.0,       0.187,       0.019
      -321.0,       0.249,       0.025
      -320.0,       0.249,       0.025
      -319.0,       0.280,       0.028
      -318.0,       0.249,       0.025
      -317.0,       0.249,       0.025
      -316.0,       0.187,       0.019
      -315.0,       0.187,       0.019
      -314.0,       0.187,       0.019
      -313.0,       0.187,       0.019
      -312.0,       0.218,       0.022
      -311.0,       0.249,       0.025
      -310.0,       0.218,       0.022
      -309.0,       0.218,       0.022
      -308.0,       0.218,       0.022
      -307.0,       0.218,       0.022
      -306.0,       0.187,       0.019
      -305.0,       0.187,       0.019
      -304.0,       0.218,       0.022
      -303.0,       0.218,       0.022
      -302.0,       0.218,       0.022
      -301.0,       0.249,       0.025
      -300.0,       0.218,       0.022
      -299.0,       0.218,       0.022
      -298.0,       0.187,       0.019
      -297.0,       0.187,       0.019
      -296.0,       0.218,       0.022
      -295.0,       0.218,       0.022
      -294.0,       0.249,       0.025
      -293.0,       0.187,       0.019
      -292.0,       0.187,       0.019
      -291.0,       0.187,       0.019
      -290.0,       0.187,       0.019
      -289.0,       0.218,       0.022
      -288.0,       0.249,       0.025
      -287.0,       0.249,       0.025
      -286.0,       0.280,       0.028
      -285.0,       0.249,       0.025
      -284.0,       0.218,       0.022
      -283.0,       0.218,       0.022
      -282.0,       0.218,       0.022
      -281.0,       0.218,       0.022
      -280.0,       0.218,       0.022
      -279.0,       0.218,       0.022
      -278.0,       0.218,       0.022
      -277.0,       0.249,       0.025
      -276.0,       0.249,       0.025
      -275.0,       0.218,       0.022
      -274.0,       0.218,       0.022
      -273.0,       0.187,       0.019
      -272.0,       0.187,       0.019
      -271.0,       0.218,       0.022
      -270.0,       0.249,       0.025
      -269.0,       0.249,       0.025
      -268.0,       0.249,       0.025
      -267.0,       0.218,       0.022
      -266.0,       0.187,       0.019
      -265.0,       0.187,       0.019
      -264.0,       0.187,       0.019
      -263.0,       0.218,       0.022
      -262.0,       0.249,       0.025
      -261.0,       0.218,       0.022
      -260.0,       0.218,       0.022
      -259.0,       0.187,       0.019
      -258.0,       0.187,       0.019
      -257.0,       0.187,       0.019
      -256.0,       0.187,       0.019
      -255.0,       0.187,       0.019
      -254.0,       0.249,       0.025
      -253.0,       0.249,       0.025
      -252.0,       0.249,       0.025
      -251.0,       0.218,       0.022
      -250.0,       0.218,       0.022
      -249.0,       0.187,       0.019
      -248.0,       0.187,       0.019
      -247.0,       0.218,       0.022
      -246.0,       0.187,       0.019
      -245.0,       0.249,       0.025
      -244.0,       0.249,       0.025
      -243.0,       0.218,       0.022
      -242.0,       0.218,       0.022
      -241.0,       0.218,       0.022
      -240.0,       0.187,       0.019
      -239.0,       0.187,       0.019
      -238.0,       0.218,       0.022
      -237.0,       0.249,       0.025
      -236.0,       0.280,       0.028
      -235.0,       0.280,       0.028
      -234.0,       0.249,       0.025
      -233.0,       0.249,       0.025
      -232.0,       0.218,       0.022
      -231.0,       0.218,       0.022
      -230.0,       0.249,       0.025
      -229.0,       0.218,       0.022
      -228.0,       0.218,       0.022
      -227.0,       0.218,       0.022
      -226.0,       0.187,       0.019
      -225.0,       0.187,       0.019
      -224.0,       0.218,       0.022
      -223.0,       0.218,       0.022
      -222.0,       0.249,       0.025
      -221.0,       0.249,       0.025
      -220.0,       0.280,       0.028
      -219.0,       0.249,       0.025
      -218.0,       0.218,       0.022
      -217.0,       0.218,       0.022
      -216.0,       0.218,       0.022
      -215.0,       0.218,       0.022
      -214.0,       0.218,       0.022
      -213.0,       0.218,       0.022
      -212.0,       0.218,       0.022
      -211.0,       0.218,       0.022
      -210.0,       0.187,       0.019
      -209.0,       0.218,       0.022
      -208.0,       0.187,       0.019
      -207.0,       0.187,       0.019
      -206.0,       0.156,       0.016
      -205.0,       0.187,       0.019
      -204.0,       0.218,       0.022
      -203.0,       0.249,       0.025
      -202.0,       0.280,       0.028
      -201.0,       0.249,       0.025
      -200.0,       0.218,       0.022
      -199.0,       0.187,       0.019
      -198.0,       0.187,       0.019
      -197.0,       0.218,       0.022
      -196.0,       0.187,       0.019
      -195.0,       0.218,       0.022
      -194.0,       0.218,       0.022
      -193.0,       0.218,       0.022
      -192.0,       0.218,       0.022
      -191.0,       0.218,       0.022
      -190.0,       0.218,       0.022
      -189.0,       0.218,       0.022
      -188.0,       0.218,       0.022
      -187.0,       0.218,       0.022
      -186.0,       0.249,       0.025
      -185.0,       0.249,       0.025
      -184.0,       0.249,       0.025
      -183.0,       0.218,       0.022
      -182.0,       0.218,       0.022
      -181.0,       0.218,       0.022
      -180.0,       0.249,       0.025
      -179.0,       0.249,       0.025
      -178.0,       0.249,       0.025
      -177.0,       0.249,       0.025
      -176.0,       0.218,       0.022
      -175.0,       0.218,       0.022
      -174.0,       0.218,       0.022
      -173.0,       0.218,       0.022
      -172.0,       0.218,       0.022
      -171.0,       0.218,       0.022
      -170.0,       0.249,       0.025
      -169.0,       0.249,       0.025
      -168.0,       0.249,       0.025
      -167.0,       0.249,       0.025
      -166.0,       0.218,       0.022
      -165.0,       0.218,       0.022
      -164.0,       0.218,       0.022
      -163.0,       0.218,       0.022
      -162.0,       0.249,       0.025
      -161.0,       0.249,       0.025
      -160.0,       0.218,       0.022
      -159.0,       0.218,       0.022
      -158.0,       0.156,       0.016
      -157.0,       0.187,       0.019
      -156.0,       0.156,       0.016
      -155.0,       0.187,       0.019
      -154.0,       0.218,       0.022
      -153.0,       0.218,       0.022
      -152.0,       0.249,       0.025
      -151.0,       0.218,       0.022
      -150.0,       0.218,       0.022
      -149.0,       0.218,       0.022
      -148.0,       0.187,       0.019
      -147.0,       0.187,       0.019
      -146.0,       0.156,       0.016
      -145.0,       0.187,       0.019
      -144.0,       0.218,       0.022
      -143.0,       0.218,       0.022
      -142.0,       0.218,       0.022
      -141.0,       0.218,       0.022
      -140.0,       0.187,       0.019
      -139.0,       0.187,       0.019
      -138.0,       0.218,       0.022
      -137.0,       0.218,       0.022
      -136.0,       0.249,       0.025
      -135.0,       0.280,       0.028
      -134.0,       0.218,       0.022
      -133.0,       0.249,       0.025
      -132.0,       0.218,       0.022
      -131.0,       0.218,       0.022
      -130.0,       0.249,       0.025
      -129.0,       0.249,       0.025
      -128.0,       0.218,       0.022
      -127.0,       0.249,       0.025
      -126.0,       0.187,       0.019
      -125.0,       0.187,       0.019
      -124.0,       0.187,       0.019
      -123.0,       0.156,       0.016
      -122.0,       0.156,       0.016
      -121.0,       0.156,       0.016
      -120.0,       0.156,       0.016
      -119.0,       0.156,       0.016
      -118.0,       0.218,       0.022
      -117.0,       0.280,       0.028
      -116.0,       0.373,       0.037
      -115.0,       0.529,       0.053
      -114.0,       0.622,       0.062
      -113.0,       0.529,       0.053
      -112.0,       0.405,       0.040
      -111.0,       0.187,       0.019
      -110.0,       0.093,       0.009
      -109.0,       0.124,       0.012
      -108.0,       0.062,       0.006
      -107.0,       0.093,       0.009
      -106.0,       0.124,       0.012
      -105.0,       0.124,       0.012
      -104.0,       0.187,       0.019
      -103.0,       0.156,       0.016
      -102.0,       0.218,       0.022
      -101.0,       0.249,       0.025
      -100.0,       0.218,       0.022
       -99.0,       0.218,       0.022
       -98.0,       0.218,       0.022
       -97.0,       0.187,       0.019
       -96.0,       0.156,       0.016
       -95.0,       0.124,       0.012
       -94.0,       0.062,       0.006
       -93.0,       0.062,       0.006
       -92.0,       0.062,       0.006
       -91.0,       0.062,       0.006
       -90.0,       0.062,       0.006
       -89.0,       0.062,       0.006
       -88.0,       0.062,       0.006
       -87.0,       0.062,       0.006
       -86.0,       0.031,       0.003
       -85.0,       0.031,       0.003
       -84.0,       0.062,       0.006
       -83.0,       0.062,       0.006
       -82.0,       0.093,       0.009
       -81.0,       0.062,       0.006
       -80.0,       0.062,       0.006
       -79.0,       0.062,       0.006
       -78.0,       0.062,       0.006
       -77.0,       0.062,       0.006
       -76.0,       0.031,       0.003
       -75.0,       0.062,       0.006
       -74.0,       0.062,       0.006
       -73.0,       0.062,       0.006
       -72.0,       0.062,       0.006
       -71.0,       0.062,       0.006
       -70.0,       0.062,       0.006
       -69.0,       0.093,       0.009
       -68.0,       0.062,       0.006
       -67.0,       0.093,       0.009
       -66.0,       0.062,       0.006
       -65.0,       0.062,       0.006
       -64.0,       0.093,       0.009
       -63.0,       0.062,       0.006
       -62.0,       0.062,       0.006
       -61.0,       0.062,       0.006
       -60.0,       0.062,       0.006
       -59.0,       0.062,       0.006
       -58.0,       0.062,       0.006
       -57.0,       0.062,       0.006
       -56.0,       0.062,       0.006
       -55.0,       0.062,       0.006
       -54.0,       0.062,       0.006
       -53.0,       0.093,       0.009
       -52.0,       0.062,       0.006
       -51.0,       0.062,       0.006
       -50.0,       0.062,       0.006
       -49.0,       0.062,       0.006
       -48.0,       0.062,       0.006
       -47.0,       0.031,       0.003
       -46.0,       0.062,       0.006
       -45.0,       0.062,       0.006
       -44.0,       0.031,       0.003
       -43.0,       0.031,       0.003
       -42.0,       0.093,       0.009
       -41.0,       0.062,       0.006
       -40.0,       0.062,       0.006
       -39.0,       0.062,       0.006
       -38.0,       0.062,       0.006
       -37.0,       0.062,       0.006
       -36.0,       0.093,       0.009
       -35.0,       0.062,       0.006
       -34.0,       0.062,       0.006
       -33.0,       0.093,       0.009
       -32.0,       0.062,       0.006
       -31.0,       0.031,       0.003
       -30.0,       0.093,       0.009
       -29.0,       0.062,       0.006
