    éûä‘[ms],  ñÄéCóÕ[gf],    ñÄéCåWêî
      4588.0,       0.996,       0.100
      4589.0,       0.996,       0.100
      4590.0,       1.027,       0.103
      4591.0,       1.089,       0.109
      4592.0,       1.120,       0.112
      4593.0,       1.183,       0.118
      4594.0,       1.183,       0.118
      4595.0,       1.183,       0.118
      4596.0,       1.183,       0.118
      4597.0,       1.183,       0.118
      4598.0,       1.214,       0.121
      4599.0,       1.245,       0.124
      4600.0,       1.276,       0.128
      4601.0,       1.307,       0.131
      4602.0,       1.338,       0.134
      4603.0,       1.369,       0.137
      4604.0,       1.400,       0.140
      4605.0,       1.432,       0.143
      4606.0,       1.400,       0.140
      4607.0,       1.338,       0.134
      4608.0,       1.245,       0.124
      4609.0,       1.151,       0.115
      4610.0,       1.151,       0.115
      4611.0,       1.151,       0.115
      4612.0,       1.245,       0.124
      4613.0,       1.276,       0.128
      4614.0,       1.245,       0.124
      4615.0,       1.183,       0.118
      4616.0,       1.089,       0.109
      4617.0,       0.996,       0.100
      4618.0,       0.965,       0.096
      4619.0,       1.027,       0.103
      4620.0,       1.151,       0.115
      4621.0,       1.245,       0.124
      4622.0,       1.338,       0.134
      4623.0,       1.307,       0.131
      4624.0,       1.245,       0.124
      4625.0,       1.120,       0.112
      4626.0,       1.058,       0.106
      4627.0,       1.058,       0.106
      4628.0,       1.214,       0.121
      4629.0,       1.338,       0.134
      4630.0,       1.432,       0.143
      4631.0,       1.432,       0.143
      4632.0,       1.338,       0.134
      4633.0,       1.183,       0.118
      4634.0,       0.996,       0.100
      4635.0,       0.965,       0.096
      4636.0,       1.027,       0.103
      4637.0,       1.183,       0.118
      4638.0,       1.338,       0.134
      4639.0,       1.494,       0.149
      4640.0,       1.525,       0.152
      4641.0,       1.525,       0.152
      4642.0,       1.400,       0.140
      4643.0,       1.338,       0.134
      4644.0,       1.307,       0.131
      4645.0,       1.400,       0.140
      4646.0,       1.463,       0.146
      4647.0,       1.587,       0.159
      4648.0,       1.618,       0.162
      4649.0,       1.556,       0.156
      4650.0,       1.432,       0.143
      4651.0,       1.369,       0.137
      4652.0,       1.307,       0.131
      4653.0,       1.276,       0.128
      4654.0,       1.369,       0.137
      4655.0,       1.463,       0.146
      4656.0,       1.494,       0.149
      4657.0,       1.494,       0.149
      4658.0,       1.432,       0.143
      4659.0,       1.338,       0.134
      4660.0,       1.245,       0.124
      4661.0,       1.089,       0.109
      4662.0,       1.058,       0.106
      4663.0,       1.089,       0.109
      4664.0,       1.214,       0.121
      4665.0,       1.400,       0.140
      4666.0,       1.556,       0.156
      4667.0,       1.618,       0.162
      4668.0,       1.525,       0.152
      4669.0,       1.463,       0.146
      4670.0,       1.400,       0.140
      4671.0,       1.432,       0.143
      4672.0,       1.587,       0.159
      4673.0,       1.836,       0.184
      4674.0,       1.961,       0.196
      4675.0,       2.116,       0.212
      4676.0,       2.023,       0.202
      4677.0,       1.930,       0.193
      4678.0,       1.681,       0.168
      4679.0,       1.649,       0.165
      4680.0,       1.587,       0.159
      4681.0,       1.681,       0.168
      4682.0,       1.805,       0.181
      4683.0,       1.898,       0.190
      4684.0,       1.867,       0.187
      4685.0,       1.712,       0.171
      4686.0,       1.463,       0.146
      4687.0,       1.214,       0.121
      4688.0,       1.089,       0.109
      4689.0,       1.120,       0.112
      4690.0,       1.276,       0.128
      4691.0,       1.432,       0.143
      4692.0,       1.618,       0.162
      4693.0,       1.618,       0.162
      4694.0,       1.587,       0.159
      4695.0,       1.494,       0.149
      4696.0,       1.494,       0.149
      4697.0,       1.556,       0.156
      4698.0,       1.712,       0.171
      4699.0,       1.836,       0.184
      4700.0,       1.898,       0.190
      4701.0,       1.898,       0.190
      4702.0,       1.743,       0.174
      4703.0,       1.618,       0.162
      4704.0,       1.432,       0.143
      4705.0,       1.338,       0.134
      4706.0,       1.307,       0.131
      4707.0,       1.338,       0.134
      4708.0,       1.369,       0.137
      4709.0,       1.400,       0.140
      4710.0,       1.338,       0.134
      4711.0,       1.245,       0.124
      4712.0,       1.089,       0.109
      4713.0,       0.996,       0.100
      4714.0,       0.965,       0.096
      4715.0,       0.996,       0.100
      4716.0,       1.089,       0.109
      4717.0,       1.183,       0.118
      4718.0,       1.183,       0.118
      4719.0,       1.151,       0.115
      4720.0,       1.151,       0.115
      4721.0,       1.151,       0.115
      4722.0,       1.245,       0.124
      4723.0,       1.338,       0.134
      4724.0,       1.494,       0.149
      4725.0,       1.649,       0.165
      4726.0,       1.712,       0.171
      4727.0,       1.743,       0.174
      4728.0,       1.743,       0.174
      4729.0,       1.649,       0.165
      4730.0,       1.587,       0.159
      4731.0,       1.587,       0.159
      4732.0,       1.618,       0.162
      4733.0,       1.649,       0.165
      4734.0,       1.712,       0.171
      4735.0,       1.681,       0.168
      4736.0,       1.587,       0.159
      4737.0,       1.400,       0.140
      4738.0,       1.245,       0.124
      4739.0,       1.151,       0.115
      4740.0,       1.120,       0.112
      4741.0,       1.089,       0.109
      4742.0,       1.151,       0.115
      4743.0,       1.120,       0.112
      4744.0,       1.151,       0.115
      4745.0,       1.120,       0.112
      4746.0,       1.058,       0.106
      4747.0,       1.027,       0.103
      4748.0,       0.996,       0.100
      4749.0,       1.058,       0.106
      4750.0,       1.089,       0.109
      4751.0,       1.245,       0.124
      4752.0,       1.307,       0.131
      4753.0,       1.432,       0.143
      4754.0,       1.400,       0.140
      4755.0,       1.338,       0.134
      4756.0,       1.245,       0.124
      4757.0,       1.183,       0.118
      4758.0,       1.151,       0.115
      4759.0,       1.245,       0.124
      4760.0,       1.276,       0.128
      4761.0,       1.369,       0.137
      4762.0,       1.307,       0.131
      4763.0,       1.183,       0.118
      4764.0,       1.089,       0.109
      4765.0,       0.965,       0.096
      4766.0,       0.965,       0.096
      4767.0,       0.965,       0.096
      4768.0,       1.027,       0.103
      4769.0,       1.058,       0.106
      4770.0,       1.089,       0.109
      4771.0,       1.058,       0.106
      4772.0,       1.027,       0.103
      4773.0,       0.903,       0.090
      4774.0,       0.934,       0.093
      4775.0,       1.027,       0.103
      4776.0,       1.214,       0.121
      4777.0,       1.432,       0.143
      4778.0,       1.587,       0.159
      4779.0,       1.681,       0.168
      4780.0,       1.681,       0.168
      4781.0,       1.681,       0.168
      4782.0,       1.649,       0.165
      4783.0,       1.681,       0.168
      4784.0,       1.681,       0.168
      4785.0,       1.681,       0.168
      4786.0,       1.649,       0.165
      4787.0,       1.587,       0.159
      4788.0,       1.494,       0.149
      4789.0,       1.400,       0.140
      4790.0,       1.307,       0.131
      4791.0,       1.214,       0.121
      4792.0,       1.151,       0.115
      4793.0,       1.151,       0.115
      4794.0,       1.183,       0.118
      4795.0,       1.183,       0.118
      4796.0,       1.245,       0.124
      4797.0,       1.245,       0.124
      4798.0,       1.214,       0.121
      4799.0,       1.183,       0.118
      4800.0,       1.089,       0.109
      4801.0,       1.058,       0.106
      4802.0,       1.120,       0.112
      4803.0,       1.183,       0.118
      4804.0,       1.307,       0.131
      4805.0,       1.369,       0.137
      4806.0,       1.338,       0.134
      4807.0,       1.276,       0.128
      4808.0,       1.214,       0.121
      4809.0,       1.183,       0.118
      4810.0,       1.151,       0.115
      4811.0,       1.245,       0.124
      4812.0,       1.338,       0.134
      4813.0,       1.400,       0.140
      4814.0,       1.400,       0.140
      4815.0,       1.400,       0.140
      4816.0,       1.276,       0.128
      4817.0,       1.089,       0.109
      4818.0,       1.058,       0.106
      4819.0,       1.089,       0.109
      4820.0,       1.120,       0.112
      4821.0,       1.214,       0.121
      4822.0,       1.307,       0.131
      4823.0,       1.307,       0.131
      4824.0,       1.276,       0.128
      4825.0,       1.214,       0.121
      4826.0,       1.183,       0.118
      4827.0,       1.151,       0.115
      4828.0,       1.183,       0.118
      4829.0,       1.307,       0.131
      4830.0,       1.432,       0.143
      4831.0,       1.463,       0.146
      4832.0,       1.494,       0.149
      4833.0,       1.494,       0.149
      4834.0,       1.494,       0.149
      4835.0,       1.525,       0.152
      4836.0,       1.556,       0.156
      4837.0,       1.587,       0.159
      4838.0,       1.587,       0.159
      4839.0,       1.525,       0.152
      4840.0,       1.525,       0.152
      4841.0,       1.463,       0.146
      4842.0,       1.432,       0.143
      4843.0,       1.338,       0.134
      4844.0,       1.214,       0.121
      4845.0,       1.214,       0.121
      4846.0,       1.183,       0.118
      4847.0,       1.245,       0.124
      4848.0,       1.276,       0.128
      4849.0,       1.338,       0.134
      4850.0,       1.338,       0.134
      4851.0,       1.307,       0.131
      4852.0,       1.276,       0.128
      4853.0,       1.214,       0.121
      4854.0,       1.183,       0.118
      4855.0,       1.151,       0.115
      4856.0,       1.151,       0.115
      4857.0,       1.183,       0.118
      4858.0,       1.245,       0.124
      4859.0,       1.276,       0.128
      4860.0,       1.276,       0.128
      4861.0,       1.245,       0.124
      4862.0,       1.245,       0.124
      4863.0,       1.276,       0.128
      4864.0,       1.400,       0.140
      4865.0,       1.525,       0.152
      4866.0,       1.681,       0.168
      4867.0,       1.743,       0.174
      4868.0,       1.712,       0.171
      4869.0,       1.587,       0.159
      4870.0,       1.494,       0.149
      4871.0,       1.400,       0.140
      4872.0,       1.369,       0.137
      4873.0,       1.432,       0.143
      4874.0,       1.525,       0.152
      4875.0,       1.525,       0.152
      4876.0,       1.400,       0.140
      4877.0,       1.214,       0.121
      4878.0,       0.996,       0.100
      4879.0,       0.903,       0.090
      4880.0,       0.840,       0.084
      4881.0,       0.965,       0.096
      4882.0,       1.089,       0.109
      4883.0,       1.214,       0.121
      4884.0,       1.245,       0.124
      4885.0,       1.183,       0.118
      4886.0,       1.058,       0.106
      4887.0,       0.996,       0.100
      4888.0,       1.089,       0.109
      4889.0,       1.245,       0.124
      4890.0,       1.525,       0.152
      4891.0,       1.774,       0.177
      4892.0,       1.898,       0.190
      4893.0,       1.898,       0.190
      4894.0,       1.836,       0.184
      4895.0,       1.681,       0.168
      4896.0,       1.649,       0.165
      4897.0,       1.649,       0.165
      4898.0,       1.743,       0.174
      4899.0,       1.836,       0.184
      4900.0,       1.898,       0.190
      4901.0,       1.836,       0.184
      4902.0,       1.649,       0.165
      4903.0,       1.463,       0.146
      4904.0,       1.307,       0.131
      4905.0,       1.214,       0.121
      4906.0,       1.183,       0.118
      4907.0,       1.214,       0.121
      4908.0,       1.276,       0.128
      4909.0,       1.276,       0.128
      4910.0,       1.276,       0.128
      4911.0,       1.276,       0.128
      4912.0,       1.214,       0.121
      4913.0,       1.183,       0.118
      4914.0,       1.245,       0.124
      4915.0,       1.432,       0.143
      4916.0,       1.681,       0.168
      4917.0,       1.898,       0.190
      4918.0,       2.023,       0.202
      4919.0,       2.054,       0.205
      4920.0,       2.023,       0.202
      4921.0,       1.992,       0.199
      4922.0,       1.898,       0.190
      4923.0,       1.867,       0.187
      4924.0,       1.774,       0.177
      4925.0,       1.712,       0.171
      4926.0,       1.618,       0.162
      4927.0,       1.494,       0.149
      4928.0,       1.338,       0.134
      4929.0,       1.214,       0.121
      4930.0,       1.058,       0.106
      4931.0,       0.934,       0.093
      4932.0,       0.871,       0.087
      4933.0,       0.903,       0.090
      4934.0,       0.903,       0.090
      4935.0,       0.996,       0.100
      4936.0,       1.027,       0.103
      4937.0,       1.027,       0.103
      4938.0,       1.027,       0.103
      4939.0,       0.996,       0.100
      4940.0,       0.996,       0.100
      4941.0,       1.058,       0.106
      4942.0,       1.151,       0.115
      4943.0,       1.338,       0.134
      4944.0,       1.432,       0.143
      4945.0,       1.432,       0.143
      4946.0,       1.400,       0.140
      4947.0,       1.338,       0.134
      4948.0,       1.338,       0.134
      4949.0,       1.338,       0.134
      4950.0,       1.400,       0.140
      4951.0,       1.494,       0.149
      4952.0,       1.587,       0.159
      4953.0,       1.556,       0.156
      4954.0,       1.494,       0.149
      4955.0,       1.369,       0.137
      4956.0,       1.214,       0.121
      4957.0,       1.120,       0.112
      4958.0,       1.183,       0.118
      4959.0,       1.245,       0.124
      4960.0,       1.400,       0.140
      4961.0,       1.463,       0.146
      4962.0,       1.463,       0.146
      4963.0,       1.369,       0.137
      4964.0,       1.338,       0.134
      4965.0,       1.307,       0.131
      4966.0,       1.338,       0.134
      4967.0,       1.463,       0.146
      4968.0,       1.556,       0.156
      4969.0,       1.649,       0.165
      4970.0,       1.712,       0.171
      4971.0,       1.649,       0.165
      4972.0,       1.556,       0.156
      4973.0,       1.525,       0.152
      4974.0,       1.463,       0.146
      4975.0,       1.432,       0.143
      4976.0,       1.432,       0.143
      4977.0,       1.463,       0.146
      4978.0,       1.463,       0.146
      4979.0,       1.494,       0.149
      4980.0,       1.400,       0.140
      4981.0,       1.307,       0.131
      4982.0,       1.183,       0.118
      4983.0,       1.089,       0.109
      4984.0,       1.089,       0.109
      4985.0,       1.183,       0.118
      4986.0,       1.338,       0.134
      4987.0,       1.432,       0.143
      4988.0,       1.494,       0.149
      4989.0,       1.494,       0.149
      4990.0,       1.432,       0.143
      4991.0,       1.338,       0.134
      4992.0,       1.307,       0.131
      4993.0,       1.245,       0.124
      4994.0,       1.338,       0.134
      4995.0,       1.463,       0.146
      4996.0,       1.618,       0.162
      4997.0,       1.618,       0.162
      4998.0,       1.587,       0.159
      4999.0,       1.494,       0.149
      5000.0,       1.369,       0.137
      5001.0,       1.338,       0.134
      5002.0,       1.432,       0.143
      5003.0,       1.618,       0.162
      5004.0,       1.774,       0.177
      5005.0,       1.867,       0.187
      5006.0,       1.836,       0.184
      5007.0,       1.774,       0.177
      5008.0,       1.618,       0.162
      5009.0,       1.463,       0.146
      5010.0,       1.338,       0.134
      5011.0,       1.369,       0.137
      5012.0,       1.494,       0.149
      5013.0,       1.649,       0.165
      5014.0,       1.743,       0.174
      5015.0,       1.712,       0.171
      5016.0,       1.556,       0.156
      5017.0,       1.338,       0.134
      5018.0,       1.183,       0.118
      5019.0,       1.183,       0.118
      5020.0,       1.245,       0.124
      5021.0,       1.369,       0.137
      5022.0,       1.494,       0.149
      5023.0,       1.463,       0.146
      5024.0,       1.338,       0.134
      5025.0,       1.120,       0.112
      5026.0,       0.934,       0.093
      5027.0,       0.840,       0.084
      5028.0,       0.903,       0.090
      5029.0,       1.089,       0.109
      5030.0,       1.338,       0.134
      5031.0,       1.494,       0.149
      5032.0,       1.494,       0.149
      5033.0,       1.400,       0.140
      5034.0,       1.151,       0.115
      5035.0,       1.027,       0.103
      5036.0,       0.965,       0.096
      5037.0,       1.058,       0.106
      5038.0,       1.214,       0.121
      5039.0,       1.369,       0.137
      5040.0,       1.432,       0.143
      5041.0,       1.338,       0.134
      5042.0,       1.183,       0.118
      5043.0,       1.058,       0.106
      5044.0,       0.965,       0.096
      5045.0,       0.934,       0.093
      5046.0,       1.027,       0.103
      5047.0,       1.151,       0.115
      5048.0,       1.245,       0.124
      5049.0,       1.276,       0.128
      5050.0,       1.214,       0.121
      5051.0,       1.027,       0.103
      5052.0,       0.871,       0.087
      5053.0,       0.809,       0.081
      5054.0,       0.840,       0.084
      5055.0,       0.965,       0.096
      5056.0,       1.151,       0.115
      5057.0,       1.245,       0.124
      5058.0,       1.245,       0.124
      5059.0,       1.214,       0.121
      5060.0,       1.120,       0.112
      5061.0,       1.027,       0.103
      5062.0,       0.965,       0.096
      5063.0,       0.965,       0.096
      5064.0,       0.996,       0.100
      5065.0,       1.089,       0.109
      5066.0,       1.214,       0.121
      5067.0,       1.276,       0.128
      5068.0,       1.276,       0.128
      5069.0,       1.245,       0.124
      5070.0,       1.214,       0.121
      5071.0,       1.245,       0.124
      5072.0,       1.400,       0.140
      5073.0,       1.587,       0.159
      5074.0,       1.743,       0.174
      5075.0,       1.805,       0.181
      5076.0,       1.774,       0.177
      5077.0,       1.681,       0.168
      5078.0,       1.525,       0.152
      5079.0,       1.369,       0.137
      5080.0,       1.214,       0.121
      5081.0,       1.183,       0.118
      5082.0,       1.245,       0.124
      5083.0,       1.307,       0.131
      5084.0,       1.338,       0.134
      5085.0,       1.245,       0.124
      5086.0,       1.089,       0.109
      5087.0,       0.903,       0.090
      5088.0,       0.809,       0.081
      5089.0,       0.778,       0.078
      5090.0,       0.871,       0.087
      5091.0,       1.058,       0.106
      5092.0,       1.214,       0.121
      5093.0,       1.307,       0.131
      5094.0,       1.276,       0.128
      5095.0,       1.245,       0.124
      5096.0,       1.183,       0.118
      5097.0,       1.245,       0.124
      5098.0,       1.400,       0.140
      5099.0,       1.649,       0.165
      5100.0,       1.867,       0.187
      5101.0,       1.961,       0.196
      5102.0,       1.930,       0.193
      5103.0,       1.867,       0.187
      5104.0,       1.712,       0.171
      5105.0,       1.587,       0.159
      5106.0,       1.587,       0.159
      5107.0,       1.649,       0.165
      5108.0,       1.649,       0.165
      5109.0,       1.618,       0.162
      5110.0,       1.463,       0.146
      5111.0,       1.276,       0.128
      5112.0,       1.120,       0.112
      5113.0,       0.996,       0.100
      5114.0,       0.965,       0.096
      5115.0,       0.965,       0.096
      5116.0,       0.934,       0.093
      5117.0,       0.934,       0.093
      5118.0,       0.934,       0.093
      5119.0,       0.903,       0.090
      5120.0,       0.871,       0.087
      5121.0,       0.903,       0.090
      5122.0,       0.934,       0.093
      5123.0,       1.058,       0.106
      5124.0,       1.183,       0.118
      5125.0,       1.369,       0.137
      5126.0,       1.525,       0.152
      5127.0,       1.618,       0.162
      5128.0,       1.774,       0.177
      5129.0,       1.774,       0.177
      5130.0,       1.836,       0.184
      5131.0,       1.805,       0.181
      5132.0,       1.774,       0.177
      5133.0,       1.681,       0.168
      5134.0,       1.681,       0.168
      5135.0,       1.618,       0.162
      5136.0,       1.618,       0.162
      5137.0,       1.525,       0.152
      5138.0,       1.369,       0.137
      5139.0,       1.183,       0.118
      5140.0,       1.027,       0.103
      5141.0,       0.965,       0.096
      5142.0,       0.934,       0.093
      5143.0,       0.965,       0.096
      5144.0,       0.996,       0.100
      5145.0,       1.027,       0.103
      5146.0,       0.996,       0.100
      5147.0,       0.934,       0.093
      5148.0,       0.871,       0.087
      5149.0,       0.778,       0.078
      5150.0,       0.809,       0.081
      5151.0,       0.903,       0.090
      5152.0,       1.058,       0.106
      5153.0,       1.245,       0.124
      5154.0,       1.369,       0.137
      5155.0,       1.400,       0.140
      5156.0,       1.369,       0.137
      5157.0,       1.369,       0.137
      5158.0,       1.400,       0.140
      5159.0,       1.556,       0.156
      5160.0,       1.681,       0.168
      5161.0,       1.836,       0.184
      5162.0,       1.867,       0.187
      5163.0,       1.836,       0.184
      5164.0,       1.681,       0.168
      5165.0,       1.525,       0.152
      5166.0,       1.369,       0.137
      5167.0,       1.369,       0.137
      5168.0,       1.400,       0.140
      5169.0,       1.494,       0.149
      5170.0,       1.494,       0.149
      5171.0,       1.463,       0.146
      5172.0,       1.338,       0.134
      5173.0,       1.120,       0.112
      5174.0,       0.965,       0.096
      5175.0,       0.934,       0.093
      5176.0,       0.996,       0.100
      5177.0,       1.151,       0.115
      5178.0,       1.307,       0.131
      5179.0,       1.338,       0.134
      5180.0,       1.276,       0.128
      5181.0,       1.183,       0.118
      5182.0,       1.120,       0.112
      5183.0,       1.183,       0.118
      5184.0,       1.276,       0.128
      5185.0,       1.432,       0.143
      5186.0,       1.556,       0.156
      5187.0,       1.618,       0.162
      5188.0,       1.587,       0.159
      5189.0,       1.525,       0.152
      5190.0,       1.400,       0.140
      5191.0,       1.307,       0.131
      5192.0,       1.245,       0.124
      5193.0,       1.338,       0.134
      5194.0,       1.494,       0.149
      5195.0,       1.556,       0.156
      5196.0,       1.618,       0.162
      5197.0,       1.494,       0.149
      5198.0,       1.369,       0.137
      5199.0,       1.214,       0.121
      5200.0,       1.151,       0.115
      5201.0,       1.151,       0.115
      5202.0,       1.276,       0.128
      5203.0,       1.369,       0.137
      5204.0,       1.400,       0.140
      5205.0,       1.338,       0.134
      5206.0,       1.245,       0.124
      5207.0,       1.151,       0.115
      5208.0,       1.089,       0.109
      5209.0,       1.151,       0.115
      5210.0,       1.307,       0.131
      5211.0,       1.463,       0.146
      5212.0,       1.649,       0.165
      5213.0,       1.743,       0.174
      5214.0,       1.774,       0.177
      5215.0,       1.743,       0.174
      5216.0,       1.649,       0.165
      5217.0,       1.525,       0.152
      5218.0,       1.432,       0.143
      5219.0,       1.400,       0.140
      5220.0,       1.463,       0.146
      5221.0,       1.525,       0.152
      5222.0,       1.525,       0.152
      5223.0,       1.432,       0.143
      5224.0,       1.276,       0.128
      5225.0,       1.089,       0.109
      5226.0,       0.965,       0.096
      5227.0,       0.903,       0.090
      5228.0,       0.934,       0.093
      5229.0,       1.058,       0.106
      5230.0,       1.214,       0.121
      5231.0,       1.307,       0.131
      5232.0,       1.307,       0.131
      5233.0,       1.245,       0.124
      5234.0,       1.058,       0.106
      5235.0,       0.965,       0.096
      5236.0,       0.965,       0.096
      5237.0,       1.089,       0.109
      5238.0,       1.276,       0.128
      5239.0,       1.525,       0.152
      5240.0,       1.618,       0.162
      5241.0,       1.587,       0.159
      5242.0,       1.400,       0.140
      5243.0,       1.151,       0.115
      5244.0,       0.965,       0.096
      5245.0,       0.934,       0.093
      5246.0,       1.089,       0.109
      5247.0,       1.245,       0.124
      5248.0,       1.432,       0.143
      5249.0,       1.400,       0.140
      5250.0,       1.307,       0.131
      5251.0,       1.089,       0.109
      5252.0,       0.934,       0.093
      5253.0,       0.871,       0.087
      5254.0,       0.965,       0.096
      5255.0,       1.151,       0.115
      5256.0,       1.338,       0.134
      5257.0,       1.494,       0.149
      5258.0,       1.494,       0.149
      5259.0,       1.307,       0.131
      5260.0,       1.183,       0.118
      5261.0,       1.089,       0.109
      5262.0,       1.027,       0.103
      5263.0,       1.183,       0.118
      5264.0,       1.369,       0.137
      5265.0,       1.556,       0.156
      5266.0,       1.587,       0.159
      5267.0,       1.494,       0.149
      5268.0,       1.276,       0.128
      5269.0,       1.089,       0.109
      5270.0,       0.965,       0.096
      5271.0,       0.996,       0.100
      5272.0,       1.058,       0.106
      5273.0,       1.151,       0.115
      5274.0,       1.183,       0.118
      5275.0,       1.120,       0.112
      5276.0,       0.965,       0.096
      5277.0,       0.840,       0.084
      5278.0,       0.747,       0.075
      5279.0,       0.747,       0.075
      5280.0,       0.840,       0.084
      5281.0,       0.996,       0.100
      5282.0,       1.214,       0.121
      5283.0,       1.338,       0.134
      5284.0,       1.400,       0.140
      5285.0,       1.400,       0.140
      5286.0,       1.400,       0.140
      5287.0,       1.338,       0.134
      5288.0,       1.307,       0.131
      5289.0,       1.369,       0.137
      5290.0,       1.400,       0.140
      5291.0,       1.463,       0.146
      5292.0,       1.494,       0.149
      5293.0,       1.432,       0.143
      5294.0,       1.276,       0.128
      5295.0,       1.214,       0.121
      5296.0,       1.089,       0.109
      5297.0,       1.027,       0.103
      5298.0,       0.996,       0.100
      5299.0,       1.027,       0.103
      5300.0,       1.027,       0.103
      5301.0,       1.089,       0.109
      5302.0,       1.027,       0.103
      5303.0,       0.965,       0.096
      5304.0,       0.840,       0.084
      5305.0,       0.778,       0.078
      5306.0,       0.778,       0.078
      5307.0,       0.934,       0.093
      5308.0,       1.058,       0.106
      5309.0,       1.245,       0.124
      5310.0,       1.400,       0.140
      5311.0,       1.463,       0.146
      5312.0,       1.463,       0.146
      5313.0,       1.463,       0.146
      5314.0,       1.463,       0.146
      5315.0,       1.556,       0.156
      5316.0,       1.681,       0.168
      5317.0,       1.774,       0.177
      5318.0,       1.743,       0.174
      5319.0,       1.618,       0.162
      5320.0,       1.463,       0.146
      5321.0,       1.276,       0.128
      5322.0,       1.151,       0.115
      5323.0,       1.120,       0.112
      5324.0,       1.151,       0.115
      5325.0,       1.214,       0.121
      5326.0,       1.245,       0.124
      5327.0,       1.183,       0.118
      5328.0,       1.089,       0.109
      5329.0,       0.965,       0.096
      5330.0,       0.903,       0.090
      5331.0,       0.934,       0.093
      5332.0,       1.058,       0.106
      5333.0,       1.245,       0.124
      5334.0,       1.400,       0.140
      5335.0,       1.463,       0.146
      5336.0,       1.494,       0.149
      5337.0,       1.432,       0.143
      5338.0,       1.400,       0.140
      5339.0,       1.463,       0.146
      5340.0,       1.525,       0.152
      5341.0,       1.681,       0.168
      5342.0,       1.774,       0.177
      5343.0,       1.836,       0.184
      5344.0,       1.805,       0.181
      5345.0,       1.681,       0.168
      5346.0,       1.525,       0.152
      5347.0,       1.400,       0.140
      5348.0,       1.400,       0.140
      5349.0,       1.432,       0.143
      5350.0,       1.525,       0.152
      5351.0,       1.587,       0.159
      5352.0,       1.587,       0.159
      5353.0,       1.494,       0.149
      5354.0,       1.432,       0.143
      5355.0,       1.338,       0.134
      5356.0,       1.245,       0.124
      5357.0,       1.214,       0.121
      5358.0,       1.214,       0.121
      5359.0,       1.276,       0.128
      5360.0,       1.276,       0.128
      5361.0,       1.307,       0.131
      5362.0,       1.276,       0.128
      5363.0,       1.214,       0.121
      5364.0,       1.151,       0.115
      5365.0,       1.120,       0.112
      5366.0,       1.183,       0.118
      5367.0,       1.307,       0.131
      5368.0,       1.432,       0.143
      5369.0,       1.556,       0.156
      5370.0,       1.587,       0.159
      5371.0,       1.587,       0.159
      5372.0,       1.525,       0.152
      5373.0,       1.400,       0.140
      5374.0,       1.338,       0.134
      5375.0,       1.276,       0.128
      5376.0,       1.369,       0.137
      5377.0,       1.400,       0.140
      5378.0,       1.463,       0.146
      5379.0,       1.463,       0.146
      5380.0,       1.432,       0.143
      5381.0,       1.338,       0.134
      5382.0,       1.245,       0.124
      5383.0,       1.214,       0.121
      5384.0,       1.245,       0.124
      5385.0,       1.307,       0.131
      5386.0,       1.432,       0.143
      5387.0,       1.525,       0.152
      5388.0,       1.587,       0.159
      5389.0,       1.618,       0.162
      5390.0,       1.587,       0.159
      5391.0,       1.587,       0.159
      5392.0,       1.556,       0.156
      5393.0,       1.587,       0.159
      5394.0,       1.681,       0.168
      5395.0,       1.836,       0.184
      5396.0,       1.867,       0.187
      5397.0,       1.867,       0.187
      5398.0,       1.743,       0.174
      5399.0,       1.618,       0.162
      5400.0,       1.463,       0.146
      5401.0,       1.338,       0.134
      5402.0,       1.276,       0.128
      5403.0,       1.276,       0.128
      5404.0,       1.245,       0.124
      5405.0,       1.245,       0.124
      5406.0,       1.120,       0.112
      5407.0,       0.996,       0.100
      5408.0,       0.840,       0.084
      5409.0,       0.747,       0.075
      5410.0,       0.747,       0.075
      5411.0,       0.871,       0.087
      5412.0,       0.965,       0.096
      5413.0,       1.058,       0.106
      5414.0,       1.120,       0.112
      5415.0,       1.089,       0.109
      5416.0,       1.120,       0.112
      5417.0,       1.120,       0.112
      5418.0,       1.214,       0.121
      5419.0,       1.369,       0.137
      5420.0,       1.525,       0.152
      5421.0,       1.649,       0.165
      5422.0,       1.743,       0.174
      5423.0,       1.712,       0.171
      5424.0,       1.681,       0.168
      5425.0,       1.649,       0.165
      5426.0,       1.556,       0.156
      5427.0,       1.463,       0.146
      5428.0,       1.400,       0.140
      5429.0,       1.338,       0.134
      5430.0,       1.307,       0.131
      5431.0,       1.245,       0.124
      5432.0,       1.151,       0.115
      5433.0,       1.027,       0.103
      5434.0,       0.903,       0.090
      5435.0,       0.809,       0.081
      5436.0,       0.747,       0.075
      5437.0,       0.716,       0.072
      5438.0,       0.747,       0.075
      5439.0,       0.840,       0.084
      5440.0,       0.934,       0.093
      5441.0,       1.058,       0.106
      5442.0,       1.058,       0.106
      5443.0,       1.027,       0.103
      5444.0,       0.965,       0.096
      5445.0,       0.934,       0.093
      5446.0,       1.058,       0.106
      5447.0,       1.214,       0.121
      5448.0,       1.494,       0.149
      5449.0,       1.618,       0.162
      5450.0,       1.649,       0.165
      5451.0,       1.587,       0.159
      5452.0,       1.463,       0.146
      5453.0,       1.307,       0.131
      5454.0,       1.245,       0.124
      5455.0,       1.276,       0.128
      5456.0,       1.369,       0.137
      5457.0,       1.494,       0.149
      5458.0,       1.432,       0.143
      5459.0,       1.338,       0.134
